location_id,hk_location_id,as_of_day
Highland Park_Illinois_60035,d114ee230a46cba83b1c38e76ed0d2d169025f7833d5f2788986f27fcba0b276,2025-10-16
Apple Valley_California_92307,ee5efd38dbbc610f0d0c173fd09cca3c508c69cc0d30dd9456b7386b43eda47c,2025-10-16
Durham_North Carolina_27707,aa84f2a0dc253f1738825aac2a5d35e41fc52e7981d3605f2594590e4b38f0bf,2025-10-16
Portland_Oregon_97206,d9318198b4aecc3cc1e32baf1d88bfe5984a7bf087619f2b0c68a610976bbc78,2025-10-16
Passaic_New Jersey_7055,36d7ad1a1d90b30425aeba35e0280de83255a58146e38ae81cd34b9f122402b0,2025-10-16
Henderson_Kentucky_42420,b1a133b16cd50146a590d6b703a267e6b386879fe5d5816ab37e92986f476f9d,2025-10-16
Santa Ana_California_92704,d5b7621a0877596908b8b174c76daaaec5ec16054040e8a750fcfd4018e77803,2025-10-16
Baytown_Texas_77520,972f57c47921536526bee630368118c40b1c317da043132b3e05cc50c6ee639e,2025-10-16
Kirkwood_Missouri_63122,f360f352705696ec6fea05c6dc4ef347446a0e7e194348c5256cf8ab9a5b982f,2025-10-16
Independence_Missouri_64055,568a90a8c1f42ee4dfe0fb69ba4b214bae86b10f5a5764293a6daaf02dbbe1c2,2025-10-16
Arvada_Colorado_80004,3066c688b2f539f9de8a56e03a2df32186705f6d1a499f07395712fd85a2c678,2025-10-16
Quincy_Illinois_62301,9ead0b4763ff5fec0b12fa52fc7ae59a1208e7e99d5b6ce9985c23e56a8ad427,2025-10-16
Dover_New Hampshire_3820,abb47c30cd0b696e8380e444f2a0b7b48fbe01d3b003107158ba80af66504d13,2025-10-16
Hempstead_New York_11550,90da3ae349e63113d9e95155f990243bfecbc8041b85d9c756d7a1a225f2a022,2025-10-16
Hackensack_New Jersey_7601,fad3ba79ecb4045eb80f956db1391c3302a15791d47a87f35437b8d511d2de05,2025-10-16
Lindenhurst_New York_11757,085908df0d0bb39a4fed5b5e8b74858df9181b8baa1b8ecca2e8567883644d56,2025-10-16
Lancaster_Pennsylvania_17602,d53a1996de70b7dc41232406f32c9993129f66053002a4c5bce64fc535a95a73,2025-10-16
Thomasville_North Carolina_27360,8d805e6d28fe8498afb257c0855eee3d2a76e4d05f71064e6016b0aa0fe79a85,2025-10-16
Apopka_Florida_32712,40883147193fa55d7c13dac25c7683b7882dbe27e0b7682f7d0b07958e0187c8,2025-10-16
Goldsboro_North Carolina_27534,e5c8f5673f47d1db3b6eb835de31809059ed79ebebd64bc5d3caf08db2a8bdf6,2025-10-16
Harlingen_Texas_78550,74bf10fb8aa8e9063f30405b538661c255ffdbf1ce6c6fdfbb3b301dd25d582e,2025-10-16
Fresno_California_93727,7cd1d70b8c0695bbf7b9bfbd69363287d2f914ffc2123588bdf9b0fbe3ebc87c,2025-10-16
Parma_Ohio_44134,29403326121313c04749f80150493edbb11fa82c6c07a0c6a0522d907c41748c,2025-10-16
Fayetteville_North Carolina_28314,f82f273ace414ccbae5e0f833a374149480b08841d0979df837ab48e50151038,2025-10-16
Utica_New York_13501,33ca6174c723e60e6d710e13f3aa3954833fdbc6f32cbbd8cc21d9870c183318,2025-10-16
East Point_Georgia_30344,276b9882f509018fb1f49d0dd9f7eb9d71dd3dcec6ff383d24b04a39a87a799e,2025-10-16
Lodi_California_95240,39ec4bae4fcc48bf1ead2670f0d087546d6bf7d12fc6e6d720ad205f6c56b297,2025-10-16
Kenosha_Wisconsin_53142,947a2e08a6f291ca93a8adabf261e22200ee11e7ae5a6419379bb2774fe3cce4,2025-10-16
Auburn_Alabama_36830,efd00e90c240de1c2b7bff166def29055ee252bdc238224dac486b85d0faf6c8,2025-10-16
Waco_Texas_76706,7674ffd627430aefcd5a475d6a403f0beda4372701ad9fc19117a63c7d22a552,2025-10-16
Brentwood_California_94513,1c203f4f39aa13df1597dee01f6d8fbc99b8eb1014a6431d5fe9ffd2d480253a,2025-10-16
Montgomery_Alabama_36116,3cfe81b8c8f10acd320a95c0ccbaadaa8274fd2d02043016f3db79bbd650cc00,2025-10-16
Toledo_Ohio_43615,0f77a7aa991cc60ae288ccf0fc9d0f0ee8795bb659d600c139cc399446934fce,2025-10-16
West Allis_Wisconsin_53214,6e503306cd54e209d5413146555fdb23961956db9dc34a1c6dc6c9f454df19a6,2025-10-16
Des Plaines_Illinois_60016,fea2d8efb45f8de42972a3d212b04799d9fd904cbcf04e80e7e260eac9e8ef5b,2025-10-16
Longview_Washington_98632,7a365e4753095f7445c6b6dfa153373b071302cf6a094e492bd241a2ed618e2d,2025-10-16
Camarillo_California_93010,58752f9f625676475af3247e2fb5808d6836501b28571150aad4850956e4796f,2025-10-16
Pico Rivera_California_90660,f317257fc8cf9efa54d8a9cf5916cc005978f34d0005da41c18c33e4c6380596,2025-10-16
Henderson_Nevada_89015,ffe708b0784a52104bcb5d9ea9ae22a0d7f6142544b7d0b09883d4265406b15d,2025-10-16
Greeley_Colorado_80634,fc8949ef35a259208b01f5211cb5be7bfeb55d72d0f3c47e4ff915d5cc9126ff,2025-10-16
Escondido_California_92025,6ef6e670f51d9af0949b383053966d69542ddf747d3c01b35ce696a2ee2e74d9,2025-10-16
Vacaville_California_95687,5758f23a1bc52c2eb42507ff3f64821ea20bf1b284e422312886b191bab67c88,2025-10-16
Port Arthur_Texas_77642,496898fcf31683c5f1574d77782a62f432525d00589e18a07c16f8c342d7afb8,2025-10-16
Orem_Utah_84057,45853e9e4dd5b6a946628b77e5dbd458bb187d77de1db841ffda8fd1976bcf21,2025-10-16
Jackson_Michigan_49201,56b3f85bde68260a31ada71042882fc1b2b7489195a5e6ab57008a5cd4ba3eac,2025-10-16
Charlotte_North Carolina_28205,c2ed68e7fde0d3cc5a7897c03e9526df7e218f31aa05b6d4977c26a0ab259216,2025-10-16
Pomona_California_91767,d7c7ca8ecd03905dd13c943c68c81b41465d1be27b96e63ec3784725ddd87a39,2025-10-16
Richardson_Texas_75080,d80c6ff79e6c05bed5c1ad5eaeedb80f561d7852cad4b8ebd4ccbc7511714d31,2025-10-16
Tamarac_Florida_33319,bc77a610b015ece5cca5a09f7dc0b66bb7ec6987915bdd75090b6fe6751cbfd8,2025-10-16
Florence_Kentucky_41042,316287a4fc76449db0e426ce253c93e9f329605541629aa09770078c15d86879,2025-10-16
Saint Louis_Missouri_63116,5cb4921e6e3ada6fb40e936a4482cd0487b228c6b595e6bcaea17dd112acdaa9,2025-10-16
Fort Collins_Colorado_80525,a8f77fe3b39052b2f85385d91ffe570b8cd62af0ee03d9d4925dbf82c55eb9d6,2025-10-16
Hot Springs_Arkansas_71901,611dc0b247d1c9618454d2258745b0367acd3e0a1c4ec9a0ab2657d99119297f,2025-10-16
Lubbock_Texas_79424,1af668747a7c65fef7f722cbdd0501f4a5e929e0b44afa82f9aea99c28b06c43,2025-10-16
Bolingbrook_Illinois_60440,3a4845b758b7aab2408155d95d4f4f8cc1cca1c2672747ca53296f9568e2f075,2025-10-16
North Las Vegas_Nevada_89031,f3bb97d5fe30bdb78a7f85bf0048642f7e126ec17527565889d26f43beab9faf,2025-10-16
San Diego_California_92037,62d8df3b6593ca2ba478ac908c4e7a1e6eec71440a4f4b21f4f94b77226ba85e,2025-10-16
Mesa_Arizona_85204,2fa06ab68aee12211d9f32f2c935083a531a97ee091e91fa9d6c137fb5918da5,2025-10-16
Richmond_Indiana_47374,c918b68ee4660df0b07e9c0ceac596a6e73e53d261586e74356d0bf680162d82,2025-10-16
Paterson_New Jersey_7501,31efe20a196071c83635e91bcb766da9ac21a12ebd59bd802bd668bdd7429bed,2025-10-16
Maple Grove_Minnesota_55369,1e90c603e15c662d9c653fb35e12fb6eb06ce834b00b9d0d2d5dd60a066b5fc2,2025-10-16
Palatine_Illinois_60067,b74ce7a8089e2dba5a3d7864b984b70da0bc9bdcc68dd8d7908dcfc3fc865835,2025-10-16
Lakeville_Minnesota_55044,162cc1397108e1393e488bf5366931faa120ef57bbd993aa2ff6e82d5a6d0658,2025-10-16
Pearland_Texas_77581,c28962bc87dfde96e10c8deabe1fa96675c64e69e6d7e710542aafe9ad51f060,2025-10-16
Springfield_Oregon_97477,137ba3ff0197c2731cbecc2d43d103a01187b01e023d4238c75fbfb2331dff92,2025-10-16
Moorhead_Minnesota_56560,bc04356bc0b813d5075f79145aa8648b88ccd49e6b3cf197b2e7ad19444d64b2,2025-10-16
Hickory_North Carolina_28601,7dfc9df696428afbaeff53e30fed234cbb0fafd55ba5cf187dc4b2c3989973f3,2025-10-16
Houston_Texas_77036,1d42262802ec9dac546348df324276c34008f873d063012c96903562ec9cd81d,2025-10-16
Santa Clara_California_95051,61dd5d2988856c3522c453b52467d56bcb34b8d70db1a935f63850da302bbf66,2025-10-16
Richmond_Kentucky_40475,f378a26b8eafa2cde0e280552df44d8745ffaca8f06f66cf883ac4fe529357ab,2025-10-16
Wheeling_West Virginia_26003,e7f39b0f7fb334219a41fde1fcdea1a71377fce10d70f4d16867a9081b48df62,2025-10-16
Tempe_Arizona_85281,4e42b0e43cb1411638613b70a4363f315a6547cf7c3c6edd1a845d9134880b5b,2025-10-16
Medford_Oregon_97504,84c8be9a9c743bc9b7e23d9d92a4f6d9e56c31705887a9122bac1a638060f300,2025-10-16
Bryan_Texas_77803,3979ee22c8be8db07ae97f5ee0f731c4bc80fdfc8a1515e4ecc16ee8e34ff221,2025-10-16
Woodstock_Illinois_60098,2e0fdc9e6f1a60bc7449d4ce4f81bb64035bd270778d1f7fedbcef876ff9cbcb,2025-10-16
Orlando_Florida_32839,04923a62523d19b2f080c4b94b5014894f56ff045301e29d87f0fb004a5afa9f,2025-10-16
Cedar Hill_Texas_75104,a808563eb0ccf2fd7aad886f90f94ec15435a5099acd009990b37462aa5114df,2025-10-16
Conway_Arkansas_72032,7ba8d98b5f81a2a9d73819dbdbb1fc52bc31220bb366c012eed8017124b55102,2025-10-16
Pine Bluff_Arkansas_71603,22d914bf9b61c037bb78dac60f4b5625600aace6cb5db3c5c7628acb2cf9b089,2025-10-16
Columbus_Georgia_31907,ca0abe1ae3b4b782e98f79613f2195df7804c379a76030829d47bae886359d14,2025-10-16
Los Angeles_California_90008,712850703add26ac9fe2eb3b22325ca629cdff7cb2ef412b65a8b8d053da9c58,2025-10-16
Dallas_Texas_75081,276689959f39049c543bb4b7d58e6b1e36de9dcd324e8347f2e20bdb88dbeb90,2025-10-16
Waynesboro_Virginia_22980,e214ec0ee9d4035f761aa0e34bd7d32e4bdef0e7671c46375a6c9a151807f28f,2025-10-16
Jefferson City_Missouri_65109,ad418b9b453dd03ec91506b48d54936eeb3eeffe4421e27812452446f3c9e530,2025-10-16
Gresham_Oregon_97030,3684ce8c14f2494ad414ba8a4e3129ffed61df5fb4e62752f4aac7e58f556d6f,2025-10-16
Mesquite_Texas_75150,1eb7aa03c834a6446336dd191e3c850f2d920ddb61fa495f2bb16f883b376e8a,2025-10-16
Wausau_Wisconsin_54401,19920b62c70955d10a597ef72d97f8705345752fe43ea88685feb0c9c8822182,2025-10-16
Twin Falls_Idaho_83301,b0c705f0febab7e612489d9f3dc2c4408a7f1cad30f681f4932ea241d28eaa26,2025-10-16
Coon Rapids_Minnesota_55433,633102d43e8927ea41641be0a20f067e0cbef7b409058d4ab49a5759994d7f1e,2025-10-16
San Clemente_California_92672,d8f6284dd2de3aee7a08c9bff4b2079d436133e5c7a4d2e35219d371d62e1deb,2025-10-16
Murfreesboro_Tennessee_37130,b5cadce2624060f32fe16c72a22cd646b0558f1080a2810bd6ad2de11b066525,2025-10-16
Jacksonville_Florida_32216,d1aaf85bec34d891ab12bf4f8432b460ffdcc552cc6f970c596361e657a083d0,2025-10-16
Woonsocket_Rhode Island_2895,a4bd90581bd87c3749108b971438c26c7affd1ab7989085f2aa4421df96b85e0,2025-10-16
Sheboygan_Wisconsin_53081,9a1a6ad64b402e7b7fa184d03c87408759afdd92702668b1e6ef07ce73387d22,2025-10-16
Great Falls_Montana_59405,27a768bde0f49a722e62bc1d2e78283ddcddea66ce18be7c85cd2e568aaea663,2025-10-16
Asheville_North Carolina_28806,266219186033afbe6fd3f291995f0ec3533210dcc545c367b87e6cc45e72676d,2025-10-16
Mishawaka_Indiana_46544,cd662bed6171a72171c1c4375e20a387851fddf1f01954a60015d842da20cadc,2025-10-16
Hillsboro_Oregon_97123,9152900461189243d84f0d38c0a658dcea542c3ec5e151ac71c5347ce21222aa,2025-10-16
Hamilton_Ohio_45011,40682525358d08403c0b4e763e040583ea3b94a2d643ab9fb9e36b4aaf767338,2025-10-16
Stockton_California_95207,09de06595de60e0228e65d440ceee64847b072ff2a8587bcec0490ab621018a7,2025-10-16
Portage_Indiana_46368,3e0a683c143a4e165c68a7a31f13f6591f148b6869b417328ad671aca10b5e83,2025-10-16
Sanford_Florida_32771,e047c310fa2143cfe1a0fd1befa3b25304e5c85d8a7241c39e2d992179f3b4ff,2025-10-16
Aurora_Colorado_80013,78fb21d2e3c2edac5bac70c332201e8aa3864d9a8ac02a32898716ad9f53cccd,2025-10-16
Vineland_New Jersey_8360,a1193271d632986d3ffe2d1892643f1e51261fc5274af49fe57d0f52fc325b6c,2025-10-16
Mount Pleasant_South Carolina_29464,01a0f136df98d456bbb58c5424751eeda6cd3ae93a743f760387af56d0bef42c,2025-10-16
Superior_Wisconsin_54880,38d6651062244ac4ab7ed9873c5bdf29d77a7f098051559e10a351426134873d,2025-10-16
Gastonia_North Carolina_28052,43f826d4c0a614c9cf4dec5d33ae1d8b8caf8bce9e51a41269b8baaa98191f75,2025-10-16
Dearborn Heights_Michigan_48127,a0e6c65104855773b52806ead2ea628f41ef316700f82c1641d43b8528472f14,2025-10-16
Pocatello_Idaho_83201,7e5fcd67247b7a349f2754a710365b55c9517eca0fee09edefc6c4ae9405dc06,2025-10-16
Commerce City_Colorado_80022,25fef159de74fd858dfc34708862598d8482347a9ae9ca4753584e028952af48,2025-10-16
Canton_Michigan_48187,a5bfe223552981a1a839d822494772a8764f0f29e12fb5920956819b4ceb0460,2025-10-16
Chattanooga_Tennessee_37421,fede3b6d049a1e6a2f8490e48971a9bf69b3d1da365dd96a793a2feeeb18ac18,2025-10-16
Hampton_Virginia_23666,9cec6341bc918a2bce6f76dc0a3bf27601731a28997a7e1af84398c90ba730ba,2025-10-16
Springfield_Virginia_22153,54ca354586ef8079d7f5d8b92824450a36958119e80383ecb569b94940c9ff89,2025-10-16
Columbia_Tennessee_38401,a4afc2b308372d7227a15d604d4abd676e804ea109746c129c777c769d4267a4,2025-10-16
Muskogee_Oklahoma_74403,0180d8f6b07e4d719587f2722759ab147c24fd758d93974d7d252149a97c4378,2025-10-16
Rock Hill_South Carolina_29730,94b252739c6f099821c2dfe5b466edcba45ce40d7a866cbb2b816059403252f5,2025-10-16
La Quinta_California_92253,7c064f9d0e933b06b77720f00aa7e0bb98c6f7753875b85c3f4bb8d8d5000d17,2025-10-16
Port Saint Lucie_Florida_34952,6dace67468f72f6ba9171b44f6805cb657a7b8f1c12b6b5b9366e154504e291d,2025-10-16
Lewiston_Idaho_83501,a7ed9cf3e2123353cf24096f6d87c2682b17c04aa5291c9a30993c96b537669e,2025-10-16
Hesperia_California_92345,6f38d41143a20f1f5905661117f954789b9391889c84f887524484ef4ed28275,2025-10-16
Lake Elsinore_California_92530,40e5e90506017602ff15317b259cf9c8e815368835e4a0bb9ebdc1d1f6f08a62,2025-10-16
Deltona_Florida_32725,de47f2c1f754cc72d15335bd03b5e648c86c2c5ea0b35fc74e20b4acc35451e8,2025-10-16
Redmond_Washington_98052,2ba93a70410744182891a0e79de0c935543ae065bd61f7e322c94aa3d202d476,2025-10-16
Holland_Michigan_49423,b0c096688c92c72999e16846dfb3329ab0dfe10763ffaa795c7fe723a7298dfb,2025-10-16
Sierra Vista_Arizona_85635,fe868c19874f19f10e43e9e0ce73ddbb703b82528e5dfcf3fee5659193f11959,2025-10-16
Trenton_Michigan_48183,add5006f5fa1013572f97c0b44e38f47767e70bdeb26bd3be7ee4957ce13808e,2025-10-16
Charlottesville_Virginia_22901,329f91d153783a8daf4169b5cb9c2c57ab0a886df447115d8a74f3689940978f,2025-10-16
La Crosse_Wisconsin_54601,7674e206c6b3ac261850354850fa56f02aa60096e6b6023a28464566cc658b76,2025-10-16
Santa Barbara_California_93101,d96329836ed668f33089c157d5eb7d4590b7bf631914cc3b9007ba3d0ed6b0fb,2025-10-16
Grand Prairie_Texas_75051,5c5bee6a1effea330ff43024f9335b557089d2b6e8c2b9085149ee083df42f22,2025-10-16
Oceanside_California_92054,752a7d19d4f15c5dfe6ad8e929f855d9f7bdb7ae0d3db22865e0ea38dbd5132c,2025-10-16
Chicago_Illinois_60623,c681d6d3afb5d182b398d31fadac9d528dc392e2f4f814525c7c4f8732529efd,2025-10-16
Plainfield_New Jersey_7060,10f4e7409f84d640c703558ab7a1d04b542f8ea9f2b928572782f5c769547aba,2025-10-16
Bangor_Maine_4401,4050f20b1f814ef55883227ccebceecb0b7cd234c547be21b771e96dbe67e4f1,2025-10-16
Bedford_Texas_76021,371c57ab1cedfe03ba50352640414d9e08aef0a416c8cd475a9c4e081bff8d99,2025-10-16
Saint Charles_Illinois_60174,8d03e89f6ec247170d8a2388d1a1436c0b3a8ec4db8e754e85c64e253f86d106,2025-10-16
Grove City_Ohio_43123,5e98d57a5ac221550c26473852a895eca2db11564c737df4703710d6d4417dff,2025-10-16
Allentown_Pennsylvania_18103,b8db7c4c071f1dcb9b386054dd5d755615b0051a8478667d95bb8e9719226cbf,2025-10-16
Appleton_Wisconsin_54915,81932eca5ed803389f495f0156221970acf981b3be47dca8d3d7134358f48c9d,2025-10-16
Lafayette_Louisiana_70506,eb32467ec959cd3516017dd1bbffdba1d533ea0919dac2b781196d0f93638b3d,2025-10-16
Miami_Florida_33178,25f91d26ff0de40a5d9f163b9edc17542e507a8e676f112533d616601732db5c,2025-10-16
Summerville_South Carolina_29483,3254fd48993e133ae5dc802933288dd4278898b0a7fe8811c7b2a2779deacefc,2025-10-16
Chandler_Arizona_85224,869f05aedfa5e9009e63a1942c01a09e88ba76f5e23acf3ffdb35b864bacd6df,2025-10-16
Garden City_Kansas_67846,37cba5c25675c08d40231cbeb858a8f13e728ca2f543d9681fa7b5e4bb2fdf7f,2025-10-16
Irving_Texas_75061,c311b97ba4eb425819ee496c2ea870d1c3ad575d8f8d675e538848d3d0d54195,2025-10-16
Manteca_California_95336,5c44d45e91669665718ea7ac5ee153ecb1becc94396b8870bbd911f033177a5c,2025-10-16
Elmhurst_Illinois_60126,2988671e056ab1eeba3aad6390271a71ab8f709a4fdbb5ce7f31fe4e872191e2,2025-10-16
Inglewood_California_90301,e002f226a2fab663ae148c4ae6b48bf285790fd1d62b1961649ef232314019e5,2025-10-16
Marysville_Washington_98270,0124800869ac237a58ba357b1f704464b03c9a7e2ad8c99ae4f3142c07e35981,2025-10-16
Boise_Idaho_83704,bea767d72adeb106ffb7642306aefdf4902e956ac0e9b0793864b7f55b3c116a,2025-10-16
Beverly_Massachusetts_1915,d10e33691dbe41c3a48a577023dae3d96cd345237e854aa350cb9b7385618b4a,2025-10-16
Aberdeen_South Dakota_57401,ff9f7b2e8c8a5628812d68155a65b87bcbe823b5f5aea991a7a13dda0d8e3ce1,2025-10-16
East Orange_New Jersey_7017,e71203b89296ed75ecec343901bd7975119a0d4f0e6105b1a8d263d8a119eca7,2025-10-16
West Jordan_Utah_84084,11612a34daf9262618c702a996cb3400bc6e08b1fcb17262effb5e20cdafc6ce,2025-10-16
Grapevine_Texas_76051,6764aad6ad0b043f6d5ec2bcf6078ad4229ce5e84200eef86b6dd30fcc87f855,2025-10-16
Roseville_Minnesota_55113,25267884c04f1c989b765e9d0d5d0d67bea96a9a05111cb1f81c7e543c5eaa8b,2025-10-16
Edmond_Oklahoma_73034,e2f918a03026700a0af1e80620705b103e2aae1aa11659fce5ac27c947387a51,2025-10-16
Mission Viejo_California_92691,8e35a35f493f6362939620deba46450be85edee8a0f6606cb4f57d6995cc58bd,2025-10-16
Rockville_Maryland_20852,ef95e9eb2ebe96f70fa6801477d8785131fb8eead4cac0bccd6443a0c2c214dd,2025-10-16
Cheyenne_Wyoming_82001,1a407389181456173bd9c9c5524d8967512af20a6541fad562c52e08d2e84c11,2025-10-16
Davis_California_95616,9c5efd3be551c7319b5ffcb9a7e4ddf19cc57c14f51ba0e90d685cadd9e6e289,2025-10-16
Houston_Texas_77095,9f7aad49bc4472edae7cad11ce9ffad440a9061384f2c1635a6e670025a13cf2,2025-10-16
New Rochelle_New York_10801,383b7cf36ba97ea1e1b1b91981f3c3dfed7b054c95b50a582e546bd1e227542e,2025-10-16
Bloomington_Indiana_47401,a5520f2302fb8b2040f2bd2097692716da8e0da1308c9bf1a4b454744d6eb97e,2025-10-16
Margate_Florida_33063,12a7c55d6bfa51c4ef3662113e9c2e32434e0d03b8382dc634d83d876409f8af,2025-10-16
Atlanta_Georgia_30318,49b7767e5d6175e67fd9ff1ba415ae27f21c88746ddfebec5d42a5252c4cda8c,2025-10-16
Abilene_Texas_79605,56e806d80809a7620c56702e45fb4e85d603a18493a3ae4c9481633c40d778c3,2025-10-16
Arlington_Texas_76017,6e846cf4f267aa5a26f5a34453b56583b1fc8443eaa716da947f87cb2d503951,2025-10-16
Aurora_Illinois_60505,fd5525bcea63e6aea6528850451fea1fbaa49d8aa898a4977202fd0516e471c3,2025-10-16
Oceanside_New York_11572,d6eb4a5056cf05fb7917d0a80676f1b33df9d97442e073dd1ff3a0529da3de33,2025-10-16
Harrisonburg_Virginia_22801,40ecbcbefcbd4c8beea0c567396cf475d8e23ad5e492e46773c38e5b72909d07,2025-10-16
Murray_Kentucky_42071,287356d5d337b502f7d9e9b1cfeb430b0d8272e79f978ca25ad0249c710383e4,2025-10-16
College Station_Texas_77840,07b064c650a8ab97d0d569737f338e61d0bf0b704f5bfeca660eb4c0c36c0766,2025-10-16
Long Beach_California_90805,69b4d6528d2d2c0675c2967ac0bbb410a9d3d2fb341ca28250faa465b96faa44,2025-10-16
Peoria_Illinois_61604,3273a3f36c5d738d72739df55eebc34196c20a8f9314bf997364ecfa320dc452,2025-10-16
Huntsville_Alabama_35810,07b048ce48636f44b42b91dab879e82714515fca9676ad28434ead83d2f1a6bc,2025-10-16
Hoover_Alabama_35244,ab9085fba49f560b128065c0955afa3765dd010bd00a6df03b99efb19cc41236,2025-10-16
League City_Texas_77573,2c52ef5e1b0365f9f8b09f9d5bc86af0d54a6e5884bb5a330fa304658888b38d,2025-10-16
San Angelo_Texas_76903,88eb647f4e5db8690acbfdb668faa771e7689f44560d4dceab4799340a2e09fa,2025-10-16
Parker_Colorado_80134,1640a4165aa10e8319105f44e03a1bc8bb7edd1fa29b5b07a1da9e57513685ad,2025-10-16
Farmington_New Mexico_87401,ddc9439dbbe0c4feba4b5b2b7baa99ccbf67d164c6c6a6d0dcc0b95ce73a0534,2025-10-16
Rancho Cucamonga_California_91730,692fe3520c7d9c7c4071273b21e07de64c79a0c6e31fdc404c7e75b91aa55936,2025-10-16
Baltimore_Maryland_21215,c95b41613dba8a15cc0921fcc11db449cbf0441c3ebf4926aa64071127984e01,2025-10-16
Little Rock_Arkansas_72209,d4c4f124138fa0dd2c23a37db97cf6ebefd9ccef9665c5c2fda1b623ca5d6c42,2025-10-16
Miramar_Florida_33023,e55a8241f420d76ba69989e5cb91f7d061b57c595c406be33628285d6f0ef741,2025-10-16
Bartlett_Tennessee_38134,339d858d8ebea58a480530aa121946e74a17c5e6a6b02ccd38718b8c54f518e2,2025-10-16
Anaheim_California_92804,8ffc2cba9a8f9d888469477b53739e434f43e894945778aad9f4990928ee1ee9,2025-10-16
Clinton_Maryland_20735,802c7945c40e6be1b6e39b6882306254cb87ffdfece78f7c17a5158c0ada89e1,2025-10-16
Renton_Washington_98059,d7569c21fe2d07921dcd054563aaa69ea737fa220f24fc7925f18a7d70e906b4,2025-10-16
Nashville_Tennessee_37211,f90f1922436b1a6ef613b65658a50a1ac06dcc065929f297d9cc92219e439dea,2025-10-16
Modesto_California_95351,c3264860e7a4f204e57804ce78a5552ae3f1b002ffc40918a1458d11722b33c3,2025-10-16
Philadelphia_Pennsylvania_19120,ac1664e33aadc30d0052c35e20daa3185cd7479bfa76b840a06bf59b98d0b73a,2025-10-16
Arlington_Virginia_22204,945fccca3870e4037a33eddb0cd444ae134df54ffcb6bcee87d0cbc308e1ca48,2025-10-16
Hollywood_Florida_33021,bf70313c1a41bd46806762a550b971d30d1f02c21cf27c83dfb61d8e7995c611,2025-10-16
Oklahoma City_Oklahoma_73120,66d5466714d0f1daba501cd665565b4430efe6985ec3e7bb6f9777aaa25f7a11,2025-10-16
Carol Stream_Illinois_60188,e5ba549620b252193d904497c46c42882d815e84fb7911d21348e0fd4da55fa8,2025-10-16
Murrieta_California_92563,252ebc341be10f4921879025f499b8e8461429af8a4de8a8effd57b5ff772723,2025-10-16
Salem_Oregon_97301,0a44f6b0ef263541604d8757571ea00379c495e08025e38b0170f0d3e15a3ea3,2025-10-16
Concord_North Carolina_28027,344832442b10c81ff22f940cc0fbcc30c7e10e71a8c897ad7157f13a49f6e4dc,2025-10-16
Akron_Ohio_44312,769078ce7ff9377e17407e565423226e954a16a22f5421205050a685837422ad,2025-10-16
Loveland_Colorado_80538,f497202a44e4d6035ba5141519d57a04aef0b23af8fb571d77afdf9843868529,2025-10-16
Cottage Grove_Minnesota_55016,7b203a451b5e9db5474b8675f1231b8562bf1ac59ebb73e9185708a51576c529,2025-10-16
Cincinnati_Ohio_45231,b730f35cfe229078b6d33ae71646b004d576d9f76b55796c23eaf600fa702be4,2025-10-16
Kent_Washington_98031,5afd04a594d8d3a6471f747e77aa8aa400056778a20f0608aa5e3dfc95922f47,2025-10-16
Elkhart_Indiana_46514,243b6d9a489d90e29ebb9cb06fd8ee237263a3d9fe5d0fbed58c5cd00b9dc747,2025-10-16
Madison_Wisconsin_53711,0a7288bf7fc3dee90495d5cb0d14560894124555c557df0db202cb44d5392aac,2025-10-16
Bozeman_Montana_59715,b19322a11a65f02386f7e906443ed65007fb452bebb6dbe2c111699ab430edf1,2025-10-16
The Colony_Texas_75056,488e18a79e46422bcd8be8a1ae3b7369076cc65b34a74121ea63e519170c6345,2025-10-16
Rio Rancho_New Mexico_87124,2300ec4af454b753d683b521670b9842fc9ede002b53f933fd7cfbec48d689ca,2025-10-16
Andover_Massachusetts_1810,73f32318e931dcb568a189d379fee480541773d3141a3b6e52a926040b449818,2025-10-16
Tucson_Arizona_85705,5f3b8953ee27678ca43a18930152c901c8b8409182f1e103ad6553163fd17add,2025-10-16
Dearborn_Michigan_48126,f8ff0c65f2ad6c6916ddc92bade807b64583aa8b05920b762abaf38401c0fad6,2025-10-16
Lawrence_Indiana_46226,d583259eeaa40710f902abc3605d5443ac997918959c0e0f74da3d9510e10ebf,2025-10-16
El Cajon_California_92020,19c174baad0c8ed7214a5631be36513961019eba70ad9cc92ae5b6b7ef6e96db,2025-10-16
Allen_Texas_75002,c095d3536399969f8a9f78ab4b3c8110de78c40ead877fdf205cc544493fae8b,2025-10-16
Georgetown_Kentucky_40324,7a79ab4ae7d80d435316f488784af095a2efda22755cd97e0a6452560e088a7a,2025-10-16
Chula Vista_California_91911,d7fc4cc8db07f4b2d7b65d1aed917beec6599edce35926d9b332dbfcfcd022c3,2025-10-16
Fremont_Nebraska_68025,1ce65ba1062dad3026b153761c22d5f191cc13b8c76ab7b6071e9d776d6acfe5,2025-10-16
Phoenix_Arizona_85023,874f3a7363b1836cfed1a4a45548ebfa1a607b5b312811daf2e785889897908e,2025-10-16
Vancouver_Washington_98661,26c1648739c1f6c4fbd5177aa8f7f849c44f3ba1297c94be020796418444103e,2025-10-16
