sale_id,hk_sale_id,as_of_day
Standard Class_181.986_2,4868e7855d0073186bb63050ae787a9ab208d4ce7ba614af61d0478d1853f4f3,2025-10-16
Standard Class_47.04_4,d906b83fdc9bb064545489df9f1d0bc51f011af4fd48e3aa21c0a51b582e6f4a,2025-10-16
Standard Class_100.24_10,333c2856a4057f6b833f2591fe50b466d08e692920f9b077cb534da37b47345c,2025-10-16
Standard Class_25.06_2,7d87676622792e61623bb71f62a40f1b70bc607755212537ea978d2df3e5c2ba,2025-10-16
Standard Class_143.64_9,b1ca28f8fb6c886f75121b60c664b31aa9fdcb94edb8e466a40be4054ccf4a74,2025-10-16
Second Class_1626.192_9,1f96c1de25b4cfea80d6c75270d795159ec03e9854d72d8c7a656a9455ea7b24,2025-10-16
Standard Class_163.44_3,d0aabfbd16c81764a300408085fb04a58f31b3f4a3870554944cb62d8db25b84,2025-10-16
Standard Class_2.202_2,4c6c72a843a1def7cc25304cbef4f4efebe2fe32eb70f500c1d2d940926c8097,2025-10-16
Second Class_65.584_2,39ad34135813c692cd3f20f57817e24b28fe759cb34196906bcbc014f13a385c,2025-10-16
Standard Class_13.568_4,135a633cd597e419e910b05347aa5cade375fdaeee5751b8a69baefd41c89c17,2025-10-16
Standard Class_833.94_6,d94236dd244405e0a4f596fa36d0b57b650faffbcb0a074bf65f85190f8592a3,2025-10-16
Standard Class_291.136_4,2be9a3db7855afc892928f9d01d63818baa32b7f558f8514e596ff93e2960184,2025-10-16
Standard Class_4.824_3,74750cfe002a23afee7a92bc4b0af0a00742ff8635992559d5c4ee165bc8a1b6,2025-10-16
Standard Class_35.96_1,c458ad6c5ef4ae5840eb7365c960f7319eab54e80444d5578333fb10d0800225,2025-10-16
Standard Class_13.488_2,32c116c3d99eae111c7249925da07f1b4f246ef016c82d08c4fb8c46d49ce638,2025-10-16
Standard Class_140.67_3,7413c8f4d10d465e18cfb888293cd931233c83c38f942638e0a96e1995a87de4,2025-10-16
Standard Class_29.6_4,d05104604e87b32db78a37dfea13f98288ebdc29f2fecb4c6d42cfa5f410316d,2025-10-16
Second Class_254.058_7,ea152e51932fddec93b3fb0ef9b58456ab0579678d44159cfabb6c7adb7db39e,2025-10-16
First Class_230.352_3,a559fc8f19e35490675fa053b14e80d211eb278634840b543b97e062fc525435,2025-10-16
Standard Class_39.98_2,56b99491c67d5d1eab1d3acf263d1bd1930c7b4e36bc658765aed5250be93da0,2025-10-16
Second Class_4.788_3,0c80eb0672668377ba3810dc688f5d03ef1df3d2f28dc20973a8fe98f8a0a6b1,2025-10-16
Second Class_302.376_3,1768c07d085fc7c7c70fd70c2eed08145744f15d49ce85f68b0d045703a5033a,2025-10-16
Same Day_10.74_3,3769800d7359349a39cb1c9858cc8a306354c0dc3949e2d048eb0464e9f66e1c,2025-10-16
Standard Class_73.32_6,7baaecddbe4ae129730e6df3689b4f5804963a15e856c0bba4d06674a58afe57,2025-10-16
Standard Class_23.696_2,ba70a94b2cad0991385eb59dc517a71754848205ba547e150deae7a341df6e6e,2025-10-16
Standard Class_30.84_2,75a048df1acb537bcdedd99d429aa3babb7bdb58cdcc3d60d587008f436f28c4,2025-10-16
First Class_17.12_2,4abb2b42b3e775af946e326a2e3d9199c92969dbb482392e95f81572a8bc407b,2025-10-16
Standard Class_2.694_3,77495da79f47ff93b9c986f4eb6cc3835b01ff5f60ce97bca122499c4d0d5523,2025-10-16
Second Class_17.472_3,4eabe37a361e77932cd22bbfb510eebbbc015576b137b9a038584a1f644389f7,2025-10-16
Standard Class_155.94_6,c6f8da43a2d736417d8aac4f8398a3483e1f7d778a354d34b648b78f26d62afc,2025-10-16
Standard Class_28.752_6,75992e98c23d7c9578728fb0f3f7f7c0a598ff5aed8861d9c9f13d798f1cfd85,2025-10-16
First Class_21.4_5,0b09f694d88a955f1ed08860ce6a682dbe34dcc3d4d3d007587478e99b08f1cd,2025-10-16
Standard Class_14.52_3,4c959afcc83229c04a5c6c2e0232fbf07905ea8a1fa92b0794a3c09ed5078267,2025-10-16
Second Class_38.52_9,3333c09dc81e7840cb84698f34b1271ea92dccfa86419d1fd2c741d673e112a0,2025-10-16
Standard Class_416.32_2,6e0a8e4e623dc84f68529eb0317a6cc1fd2460cd605b1ecf573abd1eada6702d,2025-10-16
Second Class_57.06_3,becc438ca0bd7b5a431e864fb6e37f47e4b952b4014105b840af5022e673d16a,2025-10-16
Standard Class_8.226_3,b595df5e86250cf5f8961dad91f5a9e6dec768ec9a6a3ca3ae00a36a2d067926,2025-10-16
Second Class_229.544_7,ec7e68696687a04748012c768105d6852723bd5a0da984d1ed3cefca957fc5e4,2025-10-16
Standard Class_248.08_7,4a1fbfacec0d2bb3402343d704cb38f7d3061d778c397c6b1b9223c78882cc08,2025-10-16
Second Class_93.024_3,140295374a9ac89b165cf66ba80024ef535e766ae476c5c10447d831f79c9353,2025-10-16
First Class_67.64_5,c91f979490cfeca5990d80b4782132e6dada0f8e5a2b493efebd15644a5d2181,2025-10-16
Standard Class_59.52_3,ffea1ef9798e71f9b9b058c353083d60a229c2ec15dae114b30505b721cd4392,2025-10-16
First Class_431.968_4,550ea672103ba89df5d5000130743ee9d78b0d7e9716efc5440522596face08a,2025-10-16
Standard Class_14.976_6,c9520508621f99066d7a1d85e1fd7d9eb8fff838db9efbba9e1d1de4ace70cfa,2025-10-16
Second Class_141.96_2,791f80d08fb4f52ebb0d450d3dfeb301c6a049f02d0e8b73ac73675ad3b4cdf7,2025-10-16
Standard Class_19.008_3,ffc990cfed11337a748c2023d078ef19dd04b9ca906f305f20dbdfb43c11a1fa,2025-10-16
Standard Class_5.47_1,0084cba60977bd46c284fbe563c7c235e0e3bc58e8615be077cad58f9d7f3bdf,2025-10-16
Standard Class_454.86_7,a133312669f57fec53edbb5e13adb0dca1635ab2b54f99d2ea7de2aedd7c04c2,2025-10-16
Second Class_102.96_2,daa9fd2c22e2648a5a42ec52d07c6466cfd88f2a55463e862f32e015249c4467,2025-10-16
First Class_90.48_3,ecde99f0b0a1f60e93367732aa23ce027b3509ae15cb8909b1c22eadf805af6f,2025-10-16
Standard Class_186.144_6,1432c137ad583cb275a1333936686e6713b5d3ef8a1b61bf46f5bf79eae23710,2025-10-16
First Class_9.552_8,7f94032a98d9dbfc23b4d696e3de442961df50241a45777e3651a07f8492136f,2025-10-16
Standard Class_14.592_3,08d04b18558443c8af2432d29a34b6cc47f7c4f63224597233c9a63728856f8d,2025-10-16
Standard Class_6.08_2,0ab88d399545bca3285c217c3ea59def44015a7e88139538af1731678fb395b3,2025-10-16
First Class_15.57_3,f198d69eb76a248c7a6227a90a7c7869ecb5378f689cc0e908a1d7bdf81810aa,2025-10-16
First Class_266.352_3,78dd96e71f2c0509cf4c7e27ecb79b1231312755a2f2c09fa2f907045cc15a4d,2025-10-16
Standard Class_221.056_8,1e539f3a017d1298d5bc240f05606164c3f9cca2c6d24d6bba8ef02b21dbf4d8,2025-10-16
Standard Class_199.75_5,2ef876dcff1d2f6108af17ec7136288bd8720add181811af0df2326254853cbf,2025-10-16
Standard Class_9.48_1,2b857d57215ee9b3c7ca214d44e9893b68505a8b2844b97d9614f46c4986bb05,2025-10-16
Standard Class_2676.672_9,48a28bc164e28249ebde0204c256452b72f4d256de5766ef655bf53221622aee,2025-10-16
Standard Class_40.67_7,51817bfa1c9408fdef5b246909167a5bd62e605ec7c54ad531445d7c5d9e95d7,2025-10-16
Standard Class_251.52_6,21fd8994b5e7494f72ccfa4ccca28209ddfe5f9afa127dce91b91e03bccf0dcd,2025-10-16
Second Class_15.992_1,d08b4fc374ec4b5cb7473c0574ba92f26af50b5c46ecc5d15b073ce87aa576c1,2025-10-16
Second Class_12.462_3,d66aabd22595b80daaeb7129982ea0add6f5c2f6b4ce24677b6cadcfe733b290,2025-10-16
Second Class_13.0_5,4cb9d3e3fcfcb498fc3a31aaa251241d9bb086b4f12721b1d2ad63d9fa54d590,2025-10-16
Standard Class_17.616_4,79f362a3ddc573a73c472731b1f7fc859965d681f5e1ec5ef6e152c95b3223f8,2025-10-16
Standard Class_38.88_6,0d46b4924c4038f5f01845e3da64743647775a1446648e375456ac08667fd4c7,2025-10-16
First Class_164.736_4,279aaf0d40166d31646ecaefdd808885486dd90cff856b76def8b3ae8625cc1a,2025-10-16
Second Class_4.344_3,c922525720eec93280f2c50201af85314be6c17bd167a0944a259e82e401db1b,2025-10-16
Second Class_10.272_3,f6306c44543acf064cb75f5a8931ecbe926e01aaec5664f46274ec0b59ac9a49,2025-10-16
Second Class_92.94_3,361754dd999e5596fd33d6877a80cd243f2774919064f2fdfb39656b013d34f4,2025-10-16
Same Day_25.92_4,09a862e02ea1392141ba39c88fda7e88fc2174340f4d2d5edfe5a7bb5e0bf373,2025-10-16
Standard Class_187.98_2,24b32f8ae036c3413d31b7fc3c61956eb99381236e9c3bc25530e698dc6ea82d,2025-10-16
Standard Class_24.672_3,f136d89c6bda8982d6f0de78af2d50235cc031ac7e5e229a8539b5b8512c01e7,2025-10-16
Standard Class_735.98_2,d3a42e36347a4ca3bcca26c23655e186e4846d55b34ed7f0517e39a71a0f9e46,2025-10-16
Second Class_18.24_3,771b970dd416685d28453ccfe0c3d55744f2b1423ab1f58b402657f31dae73bf,2025-10-16
Standard Class_203.92_5,5c27d51e409acd1cb463692d46984ffae7127397714caea5dcb805f2090110ad,2025-10-16
Same Day_95.736_3,f4a821cfbf3f7ac075a5e80507c9157960ca1034e84c20bb5c79ab991f37c48c,2025-10-16
Second Class_900.08_4,a0026b9dac3f96ac86a17ebe4e07288015a8b4fa7af2cf4bcca0c19e5b833a9b,2025-10-16
Standard Class_52.272_3,cd2087708191e38442e65d1e1383c0309717d300c6ff42629bddb713e89c57b5,2025-10-16
Second Class_487.984_2,c75ce1d14f29b7aa0dab3877f56dd265ce951fc53e780cb8b479b3a0f2aaddcc,2025-10-16
Same Day_85.3_2,ab47be39416e50a9aac9fd400285b876a191fefcee85cb775d2b93767c809ac1,2025-10-16
Standard Class_26.86_2,d81034dd5b0c67702d469ee306b90969af3a7db3079f8fe00c7fa97837799fa5,2025-10-16
First Class_123.92_4,80501b2792db3ff77ec448c939c78f64d56575415db30e32e1c4f975789e1e54,2025-10-16
First Class_242.94_3,621bdebdae7e580229ee3af0833bbec2e70b2654ac39ca0de974aa26b130c295,2025-10-16
Standard Class_33.93_3,95af6354993aa961da2a2e19a991d664df4546b2448d76d5e9bc28c6c33caeea,2025-10-16
Standard Class_137.62_2,37e03d63e261389934baede14eff25bad08459a797a770b055b2c02fa0a41c24,2025-10-16
First Class_181.47_5,b650e69163120ce4246eb0fdc82b0292d1c7e84542eef271926c65ded5f94e93,2025-10-16
First Class_139.93_7,4324d557cf2e2a8d20530233dcd328c8539be652cd608c508520576d70ed0873,2025-10-16
Standard Class_4228.704_6,2c5d3eda2e6264516cad730ce6b0d049d9505b97741df8a862ff96dd23ea4f8a,2025-10-16
Standard Class_271.44_3,2222f0e15a1baa22814e307a6f89a255b07db8484326a214db4d1ff8a086f96d,2025-10-16
First Class_33.57_5,268db883fc37f50395a4ee51f0fc02e4ed6d344172076ea3afb02454a7adf2a8,2025-10-16
First Class_25.76_2,0ba0210b405a44348ccde30d2b8e902ad7845f0cd1f093118fcd43e889ed86d9,2025-10-16
First Class_8.595_5,4b92c79309f517db088b6d3e4b5814552c25b1b31b8e638314dfd28ad4415121,2025-10-16
Second Class_318.43_5,0c45d904efe182da1a9db3d30d95d5a8766afd7cc2f48b5ef5d7e65bcbf8bd24,2025-10-16
Standard Class_5.584_2,5fc794de679728ccf113d055ce5d04f152c72cd6f3f40d982e017efe528d45c8,2025-10-16
First Class_61.68_5,9a33550c06e1c3cc86f0cf5649dcd961b76fdc6e4c664588c50a25a0ecec683b,2025-10-16
Second Class_22.68_2,23c234e7bab3ae927ba185f97c5ae6d170e8143237f16fd0f3b0785b47961f32,2025-10-16
Standard Class_1294.75_5,d47bb92862a15b30668f09b383ec4574c9940ebdfd175ae82e0e385feaa4f548,2025-10-16
First Class_386.34_2,c35304cd1e36a399fe0636cf19554d9980c4f02a563bb8d48d97d664e427de50,2025-10-16
Standard Class_99.95_5,8dd21f338c8a8a80a1e2ddd043eb66b4e77f0eca6285a1f55a70a61197fd9e4a,2025-10-16
Same Day_22.92_3,025e73f0e2f81c91a4667abf98e1ad4263dbc1feb3a69240f83e40229a0368a1,2025-10-16
Standard Class_663.072_6,b54dda291d2f274a8eac39afb3a2aa1d20d7a12a481cdb7ec86078243323e281,2025-10-16
Standard Class_4.938_2,ee12dbc4502d9bc159307794cecae3e1dd299c9995836d7a653e062b315195bb,2025-10-16
First Class_48.48_4,ceaf2ee36b49aeaf9c333f4140c6aab53135e2c903bbe1c9869cf6d8a6df2211,2025-10-16
Standard Class_11.648_2,83632c96e19c4d091891d0b023db1370cf88328ba75df2338d09a2f321386a82,2025-10-16
Standard Class_31.086_3,7cac1c5f5a41d04c08b5bdb79aff67d8d6313aac9f32c557e06d26a8302e1fe5,2025-10-16
Standard Class_14.4_5,0d68904cdfee522435e4b9137cebfd82ad751ef5fba880c554a3cca520c3d01a,2025-10-16
First Class_447.84_5,f355986be633c2c03a02b128563dbf6335700318ea250c37c2afd45679827d5a,2025-10-16
Standard Class_258.696_3,0ba9d97115debfb6de7aabb5e3599507921628b2472f2ae15938230e10722d4e,2025-10-16
Same Day_104.85_3,9a1bca9c844b9a5b1e60cc9a17b5c195282caf9ddd5a246b3a069007a07df93b,2025-10-16
Standard Class_408.006_2,19da3ce6a39b3cf2fcced76acc3d047dc3e74b87a3924ff4591805c400e38fa8,2025-10-16
Standard Class_177.0_3,3ecf8c9e2439531886d05d9abe775dba2624490abeda855398e4fd2b8f54b4ea,2025-10-16
Standard Class_11.67_3,f21f873eac53fd217357d3224ffef82a29016f7abed0074f892cf953489c8f09,2025-10-16
Standard Class_124.75_5,eeaf55fff10a4b1fb1a22b74d3b34c0ff57bffd4ef29b8f5163b611eab4ceff9,2025-10-16
Second Class_34.24_4,716de0d35d21c76cfc6ba78959521c06b84365e2314950cc5ea56ddc29b3036f,2025-10-16
First Class_121.792_4,2f0810d84d0a9357c451ec5519d625d7295c064b277e3f3552e27310d576bc55,2025-10-16
Second Class_46.51_1,c31a0469edc965dbacd312d2a8954b90a5383033f5ee831b0412bfa066f2dd9b,2025-10-16
Second Class_112.8_6,11050a2e1c39fc338d041e64471992f6e61c7f5fa271d36be122be18b421d058,2025-10-16
First Class_6.48_4,007928d0ca422390e20a8df041b241f95392c7545dbb88f9d9913e2a64395103,2025-10-16
Standard Class_8.808_3,adff08915d8069c1ff75eafa392ba753e9d66eecda15d34b43e552fa0a6872a1,2025-10-16
Standard Class_14.45_5,dda5d4cf94279c7c251dbd6f27b11e4742da860815b23b488885cc891e91cd33,2025-10-16
Second Class_517.9_2,7447c6890b86ff66e70a8a7c376867c0101b2b09238510268e429d28fba9482e,2025-10-16
Same Day_12.032_8,1ceb596b6392ef52b57cb77b3375ad5dad02290e4fb26b153e2497a03e6a0320,2025-10-16
First Class_262.864_7,8714dcea256eb8ce91d1d2579173620f13d2ab4e442fd9e44593c47954cc1658,2025-10-16
Standard Class_13.11_3,41497eccf5e4fb497cacb63c59a1f93bff2517445b34e750980a7948875441d8,2025-10-16
Second Class_269.982_3,c3a25419e3745df0c4191d2f8d3a03e92565b28463f32bfa68c85a101af9ef92,2025-10-16
Standard Class_5.238_2,85d5482a52cd82dc294ee527f8f538057d6acef22e66e491c87af41fde243b53,2025-10-16
Standard Class_60.048_9,2bc6e96d7ed878469703303658bb22075718c66468da931ab6c2d674deb8d5b5,2025-10-16
Standard Class_351.216_3,4774ffa779713dd8ff81a6a2c54ac21145a7cbe4c28088827d50b50d3555bfc5,2025-10-16
Standard Class_18.32_5,1c2e1440a6ce15f25dce220b175e8b65fad4f8db2c86efe643d08b86f79150b6,2025-10-16
Standard Class_1516.2_7,a4a87ab076b0ba0005ef301acf708b2a5b9339ce03cf69d9529fee0bfd31c73b,2025-10-16
Same Day_481.32_4,4277da407b715296c56eca553eb65fd6668664ccb3e920235db20e5fc6bc3b49,2025-10-16
Standard Class_1487.976_3,33e36eea6561e47b4bfec1675295e68e604f0ede9c961544711f1845cc2d22fb,2025-10-16
Standard Class_2003.92_5,cb15eadc056acd14ecdcef35d3a732ae2af2c54f4d4e6733d163f722bda2d34b,2025-10-16
Second Class_15.28_2,0381d01d047a5007e6a81888bab8110a56b4562793ebac85068fcbfba6db6831,2025-10-16
Standard Class_19.68_5,5aaf5345e62e68ab471c5292e536260145a50817a4a752f0fd1d203a8b32b49f,2025-10-16
First Class_503.96_5,811ba51d8a75157d52630e48e22d64220c3bb60ea37878dfb6538643ffa769db,2025-10-16
Second Class_92.88_6,9f764e0e7d6cebd319dc63f00ab43c50fe50d0e907c9a5138089d1166973144b,2025-10-16
Second Class_479.92_2,25ab8bf90d97f49fe45112c0585502680049778d4dcf38d941aeacd7b38ed059,2025-10-16
Standard Class_76.64_2,06612100187ceae191d60003b7b3ccbc8d674575391338135456c3955a279ef2,2025-10-16
Second Class_40.99_1,426ac99d08c34c394ae5fa8639f395626986bc79e0806c75e7b9ebd1c450940f,2025-10-16
Standard Class_35.98_2,19a136b9855e31adfce9a56e0b959b841a209e035b02dd6017a42e4fe2f34422,2025-10-16
First Class_422.625_7,2749f60d404079084298c03f8b4f64a3347db1fa8a28c7e49fc65f145dbb3f67,2025-10-16
Second Class_182.352_3,bde55da0f895249bbdcd5f9b26d5a04ca5fa2e89359177d6bbd9c9214c005e1b,2025-10-16
Same Day_283.56_4,0688d84d8cfee5e1b2f1dcbd84e8d52b2f4b7b90c759eec06ada78be6e7d7d19,2025-10-16
Second Class_482.94_6,ab7127273361987849ac0295935aa1b187728635dee963d165780fb0817de832,2025-10-16
Second Class_117.576_3,62941852bbaca9fde5bf24c27dc95ce60a2223e58e6887daf7f2f9e5ede99e5f,2025-10-16
Standard Class_5.742_3,c9f575a59f268023cc20e8de741494d2eee94607df69cc1bc29fbe32577eb538,2025-10-16
First Class_47.04_3,5869f8ae2ac7d040d61571cb52f9a8d0df757c1a049638c067e77eb7b236a06e,2025-10-16
Standard Class_1740.06_9,75c90cf7ba636f233ba36857ea14af8ed0af0e4d5ec0ebdc8c5ddd385265c3a5,2025-10-16
First Class_71.76_6,c247329193d2d47a07db1a73b91d8b9d9888546a8758c98d3c52c51ce06c8bf8,2025-10-16
Second Class_22.05_7,c2d7a3e123422f2de4f712b3eaf008058a46c26e9690ba9ccd1ed71ef8c26b15,2025-10-16
Second Class_99.99_1,b678e50569d271ec7a8a604cf3f5659c02d83c92796528a81925265e4d75edc1,2025-10-16
Standard Class_16.688_7,b6aca896b5f4556cab67d6269debafd92533b52dcbed272fbccbe5970a068310,2025-10-16
Standard Class_503.96_4,db0178915b9647f65818c28599ed04f360a270a1aeea80a5106750b6a041e25a,2025-10-16
Standard Class_700.056_3,4141260f55cbf404ee3dab08dc993265d203c09b1eafc40a8624632cee5159f5,2025-10-16
First Class_8.928_2,6ce988306ccd04ec855f63ad6e44c11ed82127203ffad94baa82b9f0486ba49a,2025-10-16
Standard Class_443.92_5,e4ab022c119bb50e6078ecaac21d0882bfcf67a17f23f9415224dff7c0345360,2025-10-16
Standard Class_68.94_3,1421e534f0bd30d9da0199456e607a34b32055e81a651793ecdff889012c9078,2025-10-16
Standard Class_67.56_3,fa3bfcedd7451131fc78ff8a3279c8d1b2f3ca6a4b97f7e8a9f9343ae833787d,2025-10-16
Second Class_439.992_1,2025c0ff79f5180167828817b037fcba6fe9ed8a7f36cd367b3a5d7298055db6,2025-10-16
Standard Class_9.98_5,ff4b6f9914b4244ea02ef7e08f02ff26ef3fc326748919946918864e28985669,2025-10-16
Second Class_7.04_2,15adf45dcbcf35dfd96b358c4b94fec8a5e22434a51df33ca52055b195e2cd48,2025-10-16
Standard Class_2.182_1,edb2b029209562cc50baa93b2d34115bc8c9c1ca80967f4bea7dc78793018814,2025-10-16
Second Class_21.24_3,78d8064a2dfee3ec4046e36594f4e33da188068783c3765a88e92029b2087a00,2025-10-16
Standard Class_563.024_11,2daa33deb042a78b7cf216635093713adeb2d1eb4feb70e3caa52a76fda95358,2025-10-16
Standard Class_63.84_8,9acf23ef34b10b223180931af84d620cf7c64a4f78695c2259ede06fe9a31569,2025-10-16
Standard Class_307.776_7,79bcce1c165b3467074c42327fb9122a374b81b765c25ccb5d220460e992ec5a,2025-10-16
Standard Class_429.9_5,5e570de901602d8fed08839e618d801bf6f47519d4213a6ce1c31f806185d3d4,2025-10-16
Standard Class_561.584_2,c41236170fb65e5455f2748bbc1bb1d37a3d52f6bd6336c7948d0772d6f9a634,2025-10-16
Standard Class_50.232_7,20de7a35944189ab76863b1b47701496e1fc8fbd14433c2910db328250ca07d7,2025-10-16
Standard Class_16.34_2,2d01e574c34564d8ca7ffaca6bad420a52e42ee2cf2697d8f5b439e6b5e60771,2025-10-16
Standard Class_358.58_2,c278b87710360be1826909698a7aa313dc5fa9fe57e6342f1996797c40c47930,2025-10-16
Standard Class_32.232_3,c41d8030940a7d6c1ad1e1eafb115968e176389426fafde412507a154e076c68,2025-10-16
Second Class_14.91_3,3a7036a1b79c02aa19e7c68c1642a320d8bac0e3b2fdfa853dad1db2767ea05c,2025-10-16
First Class_67.96_5,cabb322def5ce05881fcd43a665df1c0dae18bcf655dbca4e9c77fcd6b5ec836,2025-10-16
Standard Class_40.98_5,e2a0113be1245cdf822056e5f50a82beb0c93d9e4aadfe758925ff8f9bda1544,2025-10-16
Standard Class_64.96_5,9d353866704c242808e5cb437ebb4227a6418f81e9f66ca3b6ac879f58aea3d5,2025-10-16
First Class_50.12_4,f92c1c78330b47d026f847f90b35ac4a44c67c213bbb66effbf8cf4ec6f04c7c,2025-10-16
Standard Class_3.62_2,76ff83be9cea98807c0c05e04aad43788222753d8685682d339139e143c23b2c,2025-10-16
Second Class_62.18_1,2aefd18d106a59ccc8e38dc1115d9ed69f80c503246eaa6c4f2f8d179e7f6310,2025-10-16
First Class_16.392_2,bb91be3cc75fbdc9b3628741da3e8f8aff601221ed8f98ba974b492ca5ce7a10,2025-10-16
Standard Class_22.752_3,d5b2353495f24a4803f0d25a9895770d6e81e828c2a656f3d02feabca7fe5989,2025-10-16
Standard Class_119.56_2,ee3008432813a07292f85aac76da3634e1fa99d01124d9fab912b6ee4aaf2b1d,2025-10-16
First Class_6.79_1,b5f8e9ca7fe9319e552a755d1af38d7c79094b35a5d2cd259e043936251d76e5,2025-10-16
Standard Class_143.982_3,158b525525bae416a6484563cf7d8642652eb16c1f79b4e13fb4cd6bedd03eb2,2025-10-16
First Class_544.008_3,9c32826ddaf991fcbbc1a666e063811c809f825ce19e28e23987eb16f1261509,2025-10-16
Standard Class_1267.53_3,d6ff118f01637dee7b1859e5e86683088a947a384788799b1773d0c30141f14c,2025-10-16
First Class_58.464_9,a66c2a9f35260dbaa08762bbefd4385e25a1a71b4e062e888da000408fd34bc2,2025-10-16
Standard Class_300.904_1,1c79aeaf7ea10d8c13e7b6e39f1a67a8a7f05ccadf55a0235937a7cff85a40bd,2025-10-16
First Class_7.104_2,f1d4ae844de2d5ce1a7588766c85b9ff3d44f5641cc18cd0ded57c0e1bb43d22,2025-10-16
First Class_872.32_4,b37ddc9e806a1ffbadcb3f07fa6e04bd6ec483fa9a5c1bad5a6eeca47642c75c,2025-10-16
First Class_341.488_8,2539b5400abd44cc583e0e4a1b3bca91b4cea8affcbf4e32930a06b950cc7de2,2025-10-16
First Class_60.864_4,c91fa75fc1d96f7f7bac3c5bb5796ad53b1fac0bea82ff7d7f42db2b41fddf46,2025-10-16
Standard Class_39.552_3,8400e6800d651166b489a0c39c59aab861e4ae20478602d11e153277170dbaa2,2025-10-16
First Class_70.71_1,0fc4b42a9438ee9643bf978377a57cef14a23f11a93394012ca560d0a5026f00,2025-10-16
Standard Class_123.136_4,d0d48412c91f1e94be1465bd9805aa3550dedf29acf3df75c2760070492f4691,2025-10-16
Standard Class_21.594_2,2e0447c6f5517f46b3bd89206525b10dc06d78dad759885297943db6cfffcf90,2025-10-16
Standard Class_24.816_3,7a0b7bfbcc654a1af33241e7248b718a22704aa588868d1f2b6b9c9d14b7809b,2025-10-16
Second Class_155.12_5,a15c243f38f8ce4b37ebb0a4398f299bf86b5cbb83f71e3f47dbb268731f7a7d,2025-10-16
Standard Class_1085.42_7,17a8802acea58732f51266418e2ebd53d5b3911a4ff2ae4dc5aac6def9795519,2025-10-16
First Class_95.84_4,f62ae797cc3f0f20ea900f94a6586d6c395b0d7c3ccee44955320ffc480e2e1f,2025-10-16
Standard Class_57.582_3,8d1775b43044c7965da00213840b75574b50058b332a0a16aebc673afb70d2fb,2025-10-16
Standard Class_119.8_5,1d6474739ccd081af89ef6d877d8371b9e33dd7cfc82ce0bf99324fae73b0495,2025-10-16
Same Day_29.9_5,b668584fb82200ce3cb0531efabb6d389b836ab2a8d67e3e1cccc3015833674f,2025-10-16
First Class_4.464_1,ac0d272d5748287575eef07a65ec0f4d4c5b15a9fc7d86fb28e7150f3e225ab3,2025-10-16
Standard Class_26.976_4,6cb0b957136fc8a11025199b923de3438c81908dcf61ebe0f69168e750fcf9e3,2025-10-16
Standard Class_56.704_2,0f5e1d9412162e68574606fbb8bcad69c6b7933cd6e09ca04bc265a14099b8d3,2025-10-16
Second Class_7.78_2,c66f348521d3080c126dc58b1dc7bb5db2207e60845f062c47816131a290ca29,2025-10-16
Standard Class_2357.488_7,e2728077e7d1e586a1295ba361763646bf7523299e6f24c888ca656a85de5388,2025-10-16
Standard Class_73.344_3,55697f382e0815577c232e79265d268d637b1b2639189dd06d94432ec7616cab,2025-10-16
Standard Class_232.88_5,56b9fe0a518f2a105cd25816fa407e71814cdeb38b279fddca1d0aee3c079d2e,2025-10-16
Standard Class_526.344_4,f20cf984eb0522bb2c89a5648aec4150e9c6630ea4aa0240cbb35ce3e4b767a1,2025-10-16
Standard Class_89.568_4,d33cf6fe096850408a9b2bc3cfbbab83ed407869fb60972492a35e335ac6e664,2025-10-16
Standard Class_26.55_9,0c84349bb2736b1cd94dde75edad1af5de2fae4c1a53fbe0f17e2e2e47571a1c,2025-10-16
First Class_1679.96_5,8f574554c4a439051eb9bdeff41681e82e96fd85340cd5d31eaeee89117fe88a,2025-10-16
Second Class_40.7_5,54051a5eeffed39f5462a4a6732f580a03037ca1a800808e5874d54b8b02b748,2025-10-16
First Class_221.98_2,a47428838e564127adc91e048d7806ca90ee30a58d937e13250e46562fbebc5f,2025-10-16
First Class_341.96_2,780c4d0a385f50ef838f97d5895e6213e36ca52ad4c4e821ee959e64568efcb5,2025-10-16
Standard Class_7.78_1,e1847246504c58097d62ca598dba33ff8210421edc6e200c51360f8b438f627f,2025-10-16
Standard Class_97.3_7,259e5c6f687f31c8821f327780e8fcde4a7c678fbf1b7d65288c774f19853b85,2025-10-16
Second Class_161.94_3,47f186f7e63f17795920d34f060364a978284f1a52346f4dfe497ad466e87d5d,2025-10-16
Standard Class_72.45_7,f6354b7f39e55b68e10d4157155b887f740ce0f71627a17b5786c15b592c951c,2025-10-16
Standard Class_68.6_4,b1ad60d04ddc86c3879bca8fdfa7490fbc8124dae151de3dbbf95982db5ff398,2025-10-16
Standard Class_2.89_1,3a3c368404c8692c503013c303de4d7d790aa634180bbd1bcb875294904d712e,2025-10-16
Second Class_13.944_3,6908065d3c2dc2bfbf22ac54f98e4a8e2adad09bd4303b42963b8dc63a00f83a,2025-10-16
Standard Class_24.1_5,0a4745c6d600b56714c4cb86bce8f14b455e28f7c7f939da78f9d608ee1a391b,2025-10-16
Standard Class_66.645_3,8a9a223f4ba1f01198211eddc3b01d2c15de5205a445938a4b9e71982a30488b,2025-10-16
